Deal Date,Deal Sub-Category,Acquirer Company / Merger Participant 1,Target Company / Merger Participant 2,Deal Value,Deal Headline
12/3/2001,100% Acquisition,Delft Instruments B.V.,Contrec Pty Ltd,,Delft Instruments Acquires Contrec,
11/30/2001,100% Acquisition,Cytyc Corporation,"ProDuct Health, Inc.",,Cytyc Corporation Closes Acquisition of ProDuct Health,
7/31/2000,--,--,"Creative BioMolecules, Inc.|Ontogeny, Inc.|Reprogenesis, Inc.",,"Creative BioMolecules, Ontogeny and Reprogenesis complete merger",
7/31/2000,Asset Purchase,Merck Animal Health (formerly Intervet/Schering-Plough Animal Health),Bayer Animal Health - Livestock Vaccines Business Unit - US,74.90 ,Intervet International acquires livestock vaccines business unit in US from Bayer Animal Health,
7/28/2000,Majority Acquisition,"Orchestra Therapeutics, Inc.","Opticon Medical, Inc.",,Immune Response acquires Opticon Medical,
11/27/2001,100% Acquisition,"Disease Sciences, Inc.","HealthSpan Sciences, Inc.",,Disease Sciences Completes Acquisition Of HealthSpan Sciences,
11/20/2001,100% Acquisition,"Apogent Technologies, Inc. (formerly Sybron International Corp.)","Forefront Diagnostics, Inc.",,Apogent Technologies Announces Acquisition of Forefront Diagnostics,
7/27/2000,Majority Acquisition,"Millennium Pharmaceuticals, Inc.",Cambridge Discovery Chemistry Limited,53.00 ,Millennium acquires Cambridge Discovery Chemistry from Oxford Molecular,
11/14/2001,100% Acquisition,"Information Holdings, Inc.","Liquent, Inc.",,Liquent To Be Acquired By Information Holdings,
7/26/2000,Majority Acquisition,Radiometer Pacific PTY. Ltd,Proscience PTY. Ltd.,,"Radiometer Pacific PTY. Ltd, has signed a contract to acquire Proscience PTY. Ltd",
11/8/2001,100% Acquisition,Diagnostic Systems Laboratories Inc.,Oxford Bio-Innovation,,Diagnostic Systems Laboratories Acquires UK-Based Oxford Bio-Innovation,
11/8/2001,100% Acquisition,National Dentex Corporation,"Crown Dental Studio, Inc.",,"National Dentex Corporation Announces Acquisition of Crown Dental Studio, Inc.",
7/21/2000,Asset Purchase,"Tecan Group, Ltd.",Gamera Bioscience Corporation - Assets,,Tecan Acquires Gamera And Its Breakthrough 'LabCD' Microfluidics Consumable Platform With Extensive Market Potential In Life Sciences,
7/20/2000,--,--,"BioQuest Corporation|Mast Therapeutics, Inc. (formerly ADVENTRX Pharmaceuticals, Inc.)",,BioQuest Texas announces Stockholder approval of Biokeys merger,
7/19/2000,Asset Purchase,"Cardinal Health, Inc.",Rexam Healthcare - Folding-Carton Manufacturing Operations - Puerto Rico,,Cardinal Health completes previously announced acquisition of Packaging Unit from Rexam Healthcare,
7/19/2000,Asset Purchase,"Ajinomoto Co., Inc.","Aventis Pharma, Ltd. - Shirakawa Plant",,Acquisition of Shirakawa Plant of Aventis Pharma,
11/5/2001,100% Acquisition,"Harvard Bioscience, Inc.",Scie-Plas Ltd.,,Harvard Bioscience Announces the Acquisition of Scie-Plas,
7/17/2000,Majority Acquisition,"Endo Health Solutions Inc. (formerly Endo Pharmaceuticals Holdings, Inc.)",Algos Pharmaceutical Corporation,,Endo Pharmaceuticals acquires Algos Pharmaceutical,
7/17/2000,Majority Acquisition,QMed Inc,"Ixion Biotechnology, Inc.",6.70 ,"Qvestor, LLC, a U.S. subsidiary of QMed AB (publ) has purchased 3,337,500 newlyissued shares of common stock of Ixion Biotechnology",
7/11/2000,Majority Acquisition,"Titan Pharmaceuticals, Inc.","GeoMed, Inc.",,Titan Pharmaceuticals acquires GeoMed,
7/10/2000,--,--,"HealthComm International, Inc.|Metagenics, Inc.",,Metagenics and HealthComm International announce merger,
10/29/2001,100% Acquisition,Priority Healthcare Corporation,InfuRx,,Priority Healthcare Corporation Announces Acquisition Of InfuRx,
10/21/2001,100% Acquisition,"Hospira Australia Pty., Ltd. (formerly Mayne Pharma Limited)",F.H. Faulding &amp; Co Limited,,Mayne Nickless Successfully Acquired F H Faulding & Co.,
7/6/2000,Asset Purchase,CVS Corporation,"Stadtlander Operating Company, LLC - Pharmacy Assets",124.00 ,CVS Agrees To Buy Most Of Bergen Brunswig Unit For $124 Million,
7/6/2000,Minority Acquisition,"Baxter International, Inc.",Gambro AB,,Baxter International to acquire minority stake in Gambro,
7/6/2000,Asset Purchase,Applied Imaging Corporation,Perceptive Scientific Instruments - Genetic Imaging Business,,Applied Imaging Acquires Genetic Imaging Business of Perceptive Scientific Instruments,
7/6/2000,--,--,"Takeda America Research &amp; Development Center, Inc.|Takeda Pharmaceutical Company Limited",,Takeda America Research & Development Center merges with Takeda Pharmaceuticals America,
7/5/2000,Majority Acquisition,"Valeant Pharmaceuticals International (formerly ICN Pharmaceuticals, Inc.)",Solco Basel AG,,ICN Pharmaceuticals acquires Solco Basel,
10/15/2001,100% Acquisition,"New York Health Care, Inc.",Bio Balance Corp.,,New York Health Care Entered into an Agreement to Acquire The Bio Balance,
10/10/2001,100% Acquisition,GE Healthcare,Kretztechnik AG,,GE Medical Systems Completes Transactions to Acquire Kretztechnik AG,
7/5/2000,Majority Acquisition,"Cytogenix, Inc.","InGene, Inc. - Assets",,CytoGenix acquires InGene IP Assets,
7/3/2000,Majority Acquisition,Gambro AB,UPHS-affiliated dialysis facilities,,Gambro acquires Dialysis Programs at The University of Pennsylvania Health System,
7/1/2000,--,--,"Apoptogen, Inc|Exogen Neurosciences",,Apoptogen and Exogen Neurosciences merge Talents,
6/30/2000,--,--,IntroGene B.V.|U-BiSys BV,,IntroGene and U-BiSys Merge,
6/30/2000,Asset Purchase,BASF AG,American Home Products Corporation - Cyanamid Agricultural Products Business,"3,800.00 ",BASF acquires Cyanamid agricultural products business of American Home Products,
6/30/2000,Majority Acquisition,World Heart Corporation,Edwards Lifesciences Corporation,58.00 ,World Heart Corp. Announces Completion of Novacor Acquisition,
6/30/2000,Minority Acquisition,"Baxter International, Inc.","Althin Biopharm, Inc.",5.10 ,Baxter International acquires remaining 50% stake in Althin Biopharm from Axcan Pharma,
6/30/2000,Majority Acquisition,"Health Management Associates, Inc.",St. Joseph Hospital - Pennsylvania,,Health Management Associates acquires St. Joseph Hospital,
6/30/2000,Asset Purchase,"Cardiovascular Computer Systems, Inc.",Philips Medical Systems,,Philips Medical Systems Acquires CardioLogica Cardiology Information System,
10/10/2001,100% Acquisition,"Apogent Technologies, Inc. (formerly Sybron International Corp.)",The Chromacol Group,,Apogent Technologies Announces Acquisition of Chromacol-Epsom Chromatography Group,
10/4/2001,100% Acquisition,GE Healthcare,Coincidence Technologies S.A,,GE Medical Systems Completes Acquisition of Coincidence Technologies S.A,
6/27/2000,Asset Purchase,Laboratory Corporation of America Holdings,Pathology Medical Laboratories - Laboratory Testing Business,,Laboratory Corporation of America acquires laboratory testing business of Pathology Medical Laboratories,
10/3/2001,100% Acquisition,5 Starliving Online Inc.,"VG Life Sciences Inc.  (Formerly Viral Genetics, Inc.)",,Viral Genetics and 5 Starliving Online Announce Closing of Acquisition,
10/1/2001,100% Acquisition,Tekni-Plex,"Mark IV Industries, Inc. - Swan Hose Division",,Tekni-Plex Acquires the Swan Hose Business of Mark IV Industries,
6/26/2000,Asset Purchase,ALK-Abello A/S,Heska Corporation - Center Laboratories Business,6.40 ,Heska Corporation announces sale of Center laboratories business to Alk-Abello,
10/1/2001,100% Acquisition,"Viragen, Inc.",BioNative AB,,Viragen Acquires Bionative,
9/26/2001,100% Acquisition,Syngenta AG,Tomono Agrica,,Syngenta Takes Full Ownership of Tomono Agrica in Japan,
6/22/2000,Asset Purchase,metabion international AG,"Sequenom, Inc.",,Sequenom Provides Metabion With MassARRAY Solution,
6/21/2000,Majority Acquisition,"Warnex, Inc.",CIRION BioPharma Research Inc.,,Warnex to acquire CIRION Biopharma Research Inc.,
6/21/2000,Majority Acquisition,Life Technologies Corporation (formerly Invitrogen Corporation),"Ethrog Biotechnologies, Ltd.",,Invitrogen Corporation acquires Ethrog Biotechnologies,
9/21/2001,100% Acquisition,"Byram Healthcare Centers, Inc.",White and White,,"Byram Healthcare Centers Acquires White and White, Mt. Carmel supplies component",
9/20/2001,100% Acquisition,GE Healthcare,Data Critical Corporation,,GE Medical Systems Completes Acquisition of Data Critical Corporation to Expand Wireless Technology Offering,
9/17/2001,100% Acquisition,"MultiCell Technologies, Inc.",MultiCell Associates Inc,,Exten Industries finalizes MultiCell acquisition,
6/20/2000,Majority Acquisition,Eurand N.V.,Pharmatec S.p.A.,13.50 ,Eurand acquires Pharmatec,
9/5/2001,100% Acquisition,Syncor International Corporation,MultiMedica S.A. (Multi-Medica),,Syncor International Corporation Expands Operations In Europe With Acquisition Of Multi-Medica S.A.,
6/20/2000,Majority Acquisition,"Agilent Technologies, Inc.",Anesthesia Recording Inc.,,Agilent Technologies to acquire Anesthesia Recording Inc.,
9/5/2001,100% Acquisition,Syncor International Corporation,Medcon Ltd.,,Syncor International Corporation Expands Operations In Europe With Acquisition Of Medcon S.A.,
9/5/2001,100% Acquisition,Genetic Technologies Limited,GeneType AG,,Licensing the GeneType Patents – An Interim Report to the ASX,
6/15/2000,Majority Acquisition,"Roche Holding, Ltd.",AVL Medical Instruments,,F. Hoffmann-La Roche acquires AVL Medical Instruments,
6/15/2000,Asset Purchase,"Lifepoint Hospitals, Inc.",Putnam Community Medical Center,,LifePoint Hospitals Acquires Putnam Community Medical Center,
9/4/2001,100% Acquisition,Syncor International Corporation,Intecardia Inc,,"Syncor International Corporation Announces Acquisition Of InteCardia, Innovator In $1.5 Billion",
9/4/2001,100% Acquisition,"Coventry Health Care, Inc.","Blue Ridge Health Alliance, Inc.",,Coventry Health Care Completes Acquisition of Blue Ridge Health Alliance,
8/22/2001,100% Acquisition,"American Financial Holding, Inc","IsolagenTechnologies, Inc",,American Financial Holding Acquires Isolagen Technologies,
6/8/2000,--,--,"Hand Medical Technologies, Inc.|Handheldmed, LLC",,"Hand Medical Technologies merges with Handheldmed, LLC , The Leading Resource for Medical Handheld Computing",
8/17/2001,100% Acquisition,Intermagnetics General Corporation,"Daum Medical, GmbH",,MRI Devices Corporation Acquires Daum Medical,
6/8/2000,--,--,Bombay Drugs &amp; Pharmaceuticals Ltd.|Strides Arcolab Limited,,Bombay Drugs merges with Strides Arcolab,
6/7/2000,Majority Acquisition,Syncor International Corporation,Advanced Isotope Corp.,,Syncor International Corporation signs agreement to acquire Advanced Isotope,
8/16/2001,100% Acquisition,Archer Systems Limited Inc,Ocumed Group,,Archer Acquires Ocumed Group,
6/5/2000,"Majority acquisition,None","J.W. Childs Equity Partners II, L.P.",The NutraSweet Company,440.00 ,Monsanto sells NutraSweet and sweetener ingredient business to J.W. Childs Equity Partners II,
6/5/2000,Asset Purchase,Eckert &amp; Ziegler Strahlen- und Medizintechnik AG,DuPont - Worldwide Sources Business,,Eckert & Ziegler to acquire worldwide sources business of DuPont,
8/14/2001,100% Acquisition,Phase Forward Incorporated,Clinsoft Corporation,,Phase Forward Acquires Clinsoft Corporation,
8/14/2001,100% Acquisition,Genesis Research &amp; Development Corporation Limited,BioStore NZ Ltd,,Genesis Research and Development Acquires 100% Of BioStore NZ,
6/1/2000,Asset Purchase,TCPI Inc,Roche Diagnostics Corp. - Pregnancy and Ovulation Self Testing Business - Assets,,Technical Chemicals & Products to acquire Roche Diagnostics Worldwide OTC Pregnancy And Ovulation Testing Business,
8/6/2001,100% Acquisition,CellaVision AB,Triangle Imaging Inc.,,CellaVision Establishes U.S. Presence by Acquiring Triangle Imaging,
8/1/2001,100% Acquisition,"Accelerated Receivables Management, Ltd","TherAssist Software, Inc.",,Accelerated Receivables Management announces the acquisition of TherAssist Software,
6/1/2000,Asset Purchase,"Bayer Corporation (formerly Miles, Inc.)","Pfizer, Inc. - RID Line of Head Lice Treatments",99.00 ,Bayer acquires RID line of head lice treatments from Pfizer,
5/31/2000,Majority Acquisition,IBA Group,"Proton Therapy Corporation of America, Inc.",,IBA Group to acquire Proton Therapy Corporation of America,
5/31/2000,Asset Purchase,"Biovest International, Inc.","Unisyn Technologies, Inc. - Assets",,Biovest International acquires assets from Unisyn Technologies,
5/31/2000,Majority Acquisition,"Fujifilm Diosynth Biotechnologies UK Limited (formerly MSD Biologics (UK), Ltd.)",Torcan Chemical Ltd.,39.90 ,Avecia Biologics acquires Torcan Chemical,
5/30/2000,Majority Acquisition,Merckle Group,Technilab Pharma Inc.,,Merckle to acquire Technilab Pharma,
5/30/2000,Asset Purchase,HLTH Corporation (formerly Emdeon Corporation),ENVOY Corporation,"2,500.00 ",HLTH Corporation acquires ENVOY Corporation,
5/30/2000,Asset Purchase,Parker-Hannifin Corporation,Whatman plc - Industrial Filtration Business,72.80 ,Parker Hannifin acquires filtration business of Whatman,
5/30/2000,Majority Acquisition,Elsevier MDL,"Afferent Systems, Inc.",,MDL Information Systems to acquire Afferent Systems,
8/1/2001,100% Acquisition,"PharmaNet, Inc.",MEDEX Clinical Trial Services,,PharmaNet and MEDEX Clinical Trial Services Join Forces,
5/25/2000,Asset Purchase,"Radiant Research, Inc.","Hill Top Research, Inc. - Pharmaceutical Research Division",,Radiant Research acquires pharmaceutical research division of Hill Top Research,
5/23/2000,Majority Acquisition,Agricore United (formerly United Grain Growers Limited),Lake Centre Farm Service Ltd.,,United Grain Growers acquires shares of Lake Centre Farm Service,
7/31/2001,100% Acquisition,Medwell Capital Corp. (formerly BioMS Medical Corp.),Rycor Technology Investments Corp.,,BioMS Medical acquires Rycor Technology Investments,
5/16/2000,Majority Acquisition,"Discovery Partners International, Inc.","Axys Advanced Technologies, Inc.",60.00 ,Discovery Partners International acquires Axys Advanced Technologies,
7/30/2001,100% Acquisition,DuPont Pharmaceuticals Company (formerly DuPont Merck Pharmaceutical Company),Caribbean PharmaLogic,,DuPont Pharmaceuticals acquires Radiopharmacies and Distribution Network In Puerto Rico,
7/30/2001,100% Acquisition,"Bio-Rad Laboratories, Inc.",Helix Diagnostics Inc.,,Bio-Rad Laboratories Acquires Helix Diagnostics to Secure Leadership Position in AutoImmune Testing,
7/28/2001,100% Acquisition,"Stanbio Laboratory, L.P.","GDS Technology, Inc.",,Stanbio Laboratory Acquires GDS Technology,
5/12/2000,Asset Purchase,Australian Pharmaceutical Industries Limited,Washington H Soul Pattinson &amp; Co Limited,,Australian Pharmaceutical Industries Acquisition of Washington H Soul Pattinson Finalised,
5/11/2000,--,--,ChondroGene Inc|Lewis Brook Resources Ltd,,Lewis Brook Resourses Ltd and ChondroGene amalgamation agreement,
5/11/2000,Majority Acquisition,"PendoPharm, Inc.",Formulex Group,,Pharmex acquires Formulex Group,
5/10/2000,Majority Acquisition,Karo Bio AB,Novalon Pharmaceutical Corporation,,Karo Bio acquires Novalon Pharmaceutical,
5/10/2000,--,--,Fermentech Medical Ltd.|Vitrolife AB,,Biotechnology Company Vitrolife AB announces its intention to merge with Fermentech Medical,
7/26/2001,100% Acquisition,"Deltagen, Inc.","Arcaris, Inc",,Deltagen acquisition of Arcaris,
7/25/2001,100% Acquisition,ViaCell Inc,Cerebrotec,,ViaCell Acquires Cerebrotec To Form Neuroscience Division,
5/3/2000,Asset Purchase,"Dragon Pharmaceutical, Inc. (formerly First Geneva Investments, Inc.)","Kelong Industrial Co., Ltd",,Dragon Pharmaceuticals Acquires Co-Development Rights For Thrombopoietin,
5/3/2000,Asset Purchase,"Alpharma, Inc.","Roche Holding, Ltd.",300.00 ,Alpharma completes acquisition of Roche Medicated Feed Additive Business,
5/1/2000,Majority Acquisition,"Siemens Medical Solutions USA, Inc.",Siemens Medical Solutions Health Services Corporation,,Siemens Medical acquires Shared Medical Systems,
7/23/2001,100% Acquisition,Amersham Biosciences (formerly Amersham Pharmacia Biotech),Dan-Process A/S,,Amersham Pharmacia Biotech Announces Acquisition Of Dan-Process A/S,
4/27/2000,Asset Purchase,"Rockwell Automation, Inc.",Systems Modeling Corporation - Assets,,Rockwell Automation Acquires Systems Modeling Corporation,
4/25/2000,Asset Purchase,Fresenius Kabi AG,Polfa Kutno SA - Infusion Solution Business,,Fresenius Kabi Expands in key-market in Eastern Europe,
4/24/2000,Asset Purchase,Ansell Healthcare Inc.,Johnson &amp; Johnson - Shields Condom Business - Canada,,Ansell Healthcare Announces Acquisition of Johnson & Johnson's Canadian Condom Business,
4/23/2000,Asset Purchase,Synbiotics Corporation,"KPL, Inc. - Poultry Diagnostic Products business",,Synbiotics Corporation acquires Poultry diagnostic products business of Kirkegaard & Perry Laboratories,
4/19/2000,Asset Purchase,Laboratory Corporation of America Holdings,Bio-Diagnostics Laboratories - Clinical Testing Assets,,Laboratory Corporation of America Completes Acquisition of Bio-Diagnostics Laboratories,
4/19/2000,Asset Purchase,Agricore United (formerly United Grain Growers Limited),"Alix Fertilizer, Ltd. - Assets",,United Grain Growers acquires Alix Fertilizer business and assets,
4/18/2000,Asset Purchase,Sonic Healthcare Limited,"Hitech Pathology Pty., Ltd. - Business",,Sonic Healthcare acquires Hitech Pathology,
